"Intent","Strategy","Method","Time Created","Sources","Labels","Destinations","Sensors","Priority"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 12:00AM UTC","221.194.44.224;121.18.238.104"," ","192.168.195.204","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 12:00AM UTC","221.194.44.224;121.18.238.104"," ","192.168.76.105","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Trojan","Thu, Sep 28 2017 12:00AM UTC","192.168.56.15"," ","78.47.139.102","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware User-Agent","Thu, Sep 28 2017 12:00AM UTC","192.168.56.15"," ","78.47.139.102","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 12:00AM UTC","192.168.1.81"," ","121.140.112.251","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Brute Force Authentication","Successful Authentication After Brute Force","Thu, Sep 28 2017 12:00AM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","Anomalous User Behavior","Repeated Login Failure","Thu, Sep 28 2017 12:00AM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Thu, Sep 28 2017 12:00AM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Thu, Sep 28 2017 12:00AM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Thu, Sep 28 2017 12:00AM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Thu, Sep 28 2017 12:00AM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Thu, Sep 28 2017 12:00AM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 11:50PM UTC","192.168.56.13"," ","138.201.75.227","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 11:50PM UTC","192.168.56.13"," ","138.201.75.227","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 11:40PM UTC","192.168.56.11"," ","37.59.39.53","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 11:40PM UTC","192.168.56.11"," ","37.59.39.53","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 11:30PM UTC","192.168.1.106"," ","50.57.171.207","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 11:30PM UTC","192.168.1.106"," ","50.57.171.207","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 11:30PM UTC","193.28.179.151"," ","ip-192-168-56-117.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"Environmental Awareness","Anonymous Channel","TOR SSL","Wed, Sep 27 2017 11:20PM UTC","23.254.165.132"," ","192.168.56.119","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 11:20PM UTC","31.11.33.18"," ","192.168.56.119","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 11:10PM UTC","10.0.2.15"," ","78.31.111.223","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 11:10PM UTC","10.0.2.15"," ","8.8.8.8","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 11:10PM UTC","10.0.2.15"," ","185.117.75.105","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Keylogger","Wed, Sep 27 2017 11:00PM UTC","192.168.56.12","8b7a84fa-07f2-4cae-93f6-93a989d109c8","104.27.149.3","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 11:00PM UTC","192.168.56.12"," ","104.27.149.3","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 11:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 11:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 11:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 11:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 11:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 10:50PM UTC","10.0.2.15"," ","104.31.81.24","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 10:50PM UTC","10.0.2.15"," ","104.31.81.24","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Backdoor","Wed, Sep 27 2017 10:50PM UTC","10.0.2.15"," ","104.31.81.24","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 10:50PM UTC","10.0.2.15"," ","104.31.81.24","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 10:50PM UTC","10.0.2.15"," ","104.31.81.24","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 10:40PM UTC","10.0.2.15"," ","209.208.62.36","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 10:30PM UTC","193.28.179.151"," ","ip-192-168-56-117.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 10:30PM UTC","ip-192-168-1-121.ec2.internal"," ","8.8.8.8","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 10:00PM UTC","192.168.56.117"," ","90.156.241.111","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Remote Access Trojan","Wed, Sep 27 2017 10:00PM UTC","192.168.56.117"," ","90.156.241.111","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 10:00PM UTC","192.168.56.117"," ","90.156.241.111","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 10:00PM UTC","10.12.19.101"," ","185.144.30.128","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 10:00PM UTC","10.12.19.101"," ","86.104.15.189","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Brute Force Authentication","Successful Authentication After Brute Force","Wed, Sep 27 2017 10:00PM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","Anomalous User Behavior","Repeated Login Failure","Wed, Sep 27 2017 10:00PM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 10:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 10:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 10:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 10:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 10:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","Desktop Software - Chat Client","IRC","Wed, Sep 27 2017 09:55PM UTC","64.79.98.4"," ","192.168.56.13","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 09:55PM UTC","192.168.56.13"," ","108.167.160.21","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Exfiltration","Wed, Sep 27 2017 09:55PM UTC","192.168.56.13"," ","108.167.160.21","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Environmental Awareness","Desktop Software - Chat Client","IRC","Wed, Sep 27 2017 09:50PM UTC","192.168.56.13"," ","64.79.98.4","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 09:50PM UTC","192.168.56.13"," ","64.79.98.4","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 09:50PM UTC","108.167.160.21"," ","192.168.56.13","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 09:40PM UTC","10.0.2.15"," ","90.156.201.102","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 09:30PM UTC","10.0.2.15"," ","46.20.114.198","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Backdoor","Wed, Sep 27 2017 09:30PM UTC","10.0.2.15"," ","46.20.114.198","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 09:10PM UTC","192.168.56.14"," ","8.8.8.8","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 09:10PM UTC","10.4.20.102"," ","52.90.24.205","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 09:10PM UTC","10.4.20.102"," ","52.90.24.205","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 09:10PM UTC","10.4.20.102;92.53.119.52"," ","10.4.20.102;92.53.119.52","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 09:00PM UTC","192.168.1.81"," ","5.12.8.185","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 09:00PM UTC","193.28.179.151"," ","ip-192-168-56-117.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 09:00PM UTC","36.239.158.54"," ","ip-192-168-1-121.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 09:00PM UTC","ip-192-168-1-121.ec2.internal"," ","8.8.8.8","d3736331-3b01-451e-a8cd-074525e5e789","high"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 09:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 09:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 09:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 09:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 09:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","Malware Infection","Remote Access Trojan","Wed, Sep 27 2017 08:50PM UTC","192.168.1.16"," ","189.48.236.202","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 08:50PM UTC","192.168.1.16"," ","189.48.236.202","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 08:40PM UTC","104.154.199.132"," ","10.3.20.104","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Dropper","Wed, Sep 27 2017 08:40PM UTC","10.3.20.104"," ","104.154.199.132","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 08:40PM UTC","188.225.77.139;10.8.0.6"," ","188.225.77.139;10.8.0.6","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 08:30PM UTC","192.168.56.11"," ","86.105.1.124","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 08:30PM UTC","192.168.56.11"," ","86.105.1.124","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Exfiltration","Wed, Sep 27 2017 08:30PM UTC","192.168.56.11"," ","86.105.1.124","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware User-Agent","Wed, Sep 27 2017 08:30PM UTC","192.168.56.11"," ","86.105.1.124","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 08:30PM UTC","10.0.2.15"," ","138.201.207.84","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 08:30PM UTC","10.0.2.15"," ","138.201.207.84","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","TOR SSL","Wed, Sep 27 2017 08:30PM UTC","212.129.49.59"," ","ip-192-168-1-121.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","low"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 08:30PM UTC","ip-192-168-56-117.ec2.internal"," ","199.59.243.120","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Malware Infection","Keylogger","Wed, Sep 27 2017 08:10PM UTC","192.168.56.15"," ","68.65.120.148","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 08:10PM UTC","192.168.56.15"," ","68.65.120.148","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Suspicious Security Critical Event","Windows Event Log Cleared","Wed, Sep 27 2017 08:00PM UTC","WIN-JDV7HJL0IOH"," "," ","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Suspicious Security Critical Event","Windows Event Log Cleared","Wed, Sep 27 2017 08:00PM UTC","WIN-JDV7HJL0IOH"," "," ","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 08:00PM UTC","81.177.140.75;10.2.28.101"," ","81.177.140.75;10.2.28.101","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Brute Force Authentication","Successful Authentication After Brute Force","Wed, Sep 27 2017 08:00PM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 08:00PM UTC","ip-192-168-1-121.ec2.internal"," ","8.8.8.8","d3736331-3b01-451e-a8cd-074525e5e789","high"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 08:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 08:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 08:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 08:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 08:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 07:40PM UTC","10.9.21.101"," ","93.171.216.66","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication - Sinkhole","Wapack Labs Sinkhole DNS Response","Wed, Sep 27 2017 07:40PM UTC","8.8.8.8"," ","10.0.2.15","cd2818d3-4a04-49f2-a121-69149747fe2a","medium"
"System Compromise","C&C Communication - Sinkhole","Sinkhole","Wed, Sep 27 2017 07:40PM UTC","8.8.8.8"," ","10.0.2.15","cd2818d3-4a04-49f2-a121-69149747fe2a","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 07:40PM UTC","10.0.2.15"," ","23.253.46.64","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 07:30PM UTC","192.168.56.104"," ","78.46.218.253","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 07:30PM UTC","92.63.100.227"," ","ip-192-168-56-117.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 07:20PM UTC","10.0.2.15"," ","169.239.128.114","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 07:20PM UTC","10.0.2.15"," ","169.239.128.114","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 07:20PM UTC","10.0.2.15"," ","169.239.128.114","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 07:10PM UTC","10.2.28.101"," ","185.125.32.2","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 07:10PM UTC","10.2.28.101"," ","185.125.32.2","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 07:10PM UTC","81.177.140.75;10.2.28.101"," ","81.177.140.75;10.2.28.101","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anomalous User Behavior","Repeated Login Failure","Wed, Sep 27 2017 07:00PM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 07:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 07:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 07:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 07:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 07:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 06:30PM UTC","193.28.179.151"," ","ip-192-168-56-117.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 06:00PM UTC","192.168.56.101"," ","141.8.194.230","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 06:00PM UTC","193.28.179.151"," ","192.168.56.117","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Brute Force Authentication","Successful Authentication After Brute Force","Wed, Sep 27 2017 06:00PM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 06:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 06:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 06:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 06:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 06:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 05:50PM UTC","158.69.240.170"," ","192.168.56.19","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 05:50PM UTC","192.168.122.144"," ","92.240.253.18","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 05:50PM UTC","192.168.122.144"," ","192.168.122.2","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 05:50PM UTC","192.168.122.144"," ","192.168.122.2","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Onion Proxy Domain","Wed, Sep 27 2017 05:50PM UTC","192.168.122.144"," ","192.168.122.2","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 05:50PM UTC","46.4.232.126"," ","192.168.122.144","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 05:40PM UTC","10.1.1.1;95.215.46.191"," ","192.168.1.1","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 05:40PM UTC","10.1.1.1"," ","192.168.1.1","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 05:30PM UTC","192.168.1.80"," ","103.1.249.24","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 05:30PM UTC","ip-192-168-1-121.ec2.internal"," ","8.8.8.8","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 05:20PM UTC","10.0.2.15"," ","31.184.234.0","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 05:20PM UTC","10.0.2.15"," ","31.184.234.0","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 05:20PM UTC","10.5.2.102"," ","80.85.158.216","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 05:20PM UTC","185.84.108.22"," ","10.5.2.102","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 05:20PM UTC","10.5.2.102"," ","80.85.158.216","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 05:20PM UTC","10.5.2.102"," ","80.85.158.216","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 05:20PM UTC","10.5.2.102"," ","198.105.244.64","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 05:10PM UTC","8.8.8.8"," ","192.168.1.16","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Domain Generation Algorithm","Wed, Sep 27 2017 05:10PM UTC","8.8.8.8"," ","192.168.1.16","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Reconnaissance & Probing","Portscan","Nmap","Wed, Sep 27 2017 05:00PM UTC","14.215.156.100"," ","172.30.2.187","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 05:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 05:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 05:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 05:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 05:00PM UTC","193.28.179.151"," ","ip-192-168-56-117.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
