Scan Results,09/26/2017 at 11:58:26 (GMT+0300),,,,,,,,,,,,,,,,,,,,,,,
Nayax LTD,Roul Walenberg 18 st,,Tel-Aviv,None,Israel,11111,,,,,,,,,,,,,,,,,,
Gal Bayer,nayax-gb,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Launch Date,Active Hosts,Total Hosts,Type,Status,Reference,Scanner Appliance,Duration,Scan Title,Asset Groups,IPs,Excluded IPs,Option Profile,,,,,,,,,,,,
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",105185,Microsoft Windows Effective Permission on Shares Enumerated,Ig,2,,,,,,,,"Detected effective security permissions for shares on the target host are enumerated, the complete set of effective permissions might differ.",N/A,N/A,,,"share	SHARE TYPE	ACE TYPE	NAME	PRIMARY GROUP	ACE1	ACE2	ACE3	ADDITIONAL INFO
ADMIN$	Hidden Directory	Access Allowed for Group	NT SERVICE\TrustedInstaller	NT SERVICE\TrustedInstaller	generic-all	standard-read	standard-write-owner	-
ADMIN$	Hidden Directory	Access Allowed for Group	NT SERVICE\TrustedInstaller	NT SERVICE\TrustedInstaller	standard-write-dac	standard-delete	-	-
ADMIN$	Hidden Directory	Access Allowed for Group	Local System	NT SERVICE\TrustedInstaller	generic-all	standard-read	standard-delete	-
ADMIN$	Hidden Directory	Access Allowed for Group	Administrators	NT SERVICE\TrustedInstaller	generic-all	standard-read	standard-delete	-
ADMIN$	Hidden Directory	Access Allowed for Group	Users	NT SERVICE\TrustedInstaller	generic-read	generic-execute	standard-read	-
ADMIN$	Hidden Directory	Access Allowed for Group	Creator Owner	NT SERVICE\TrustedInstaller	generic-all	-	-	-
ADMIN$	Hidden Directory	Access Allowed for Group	APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES	NT SERVICE\TrustedInstaller	generic-read	generic-execute	standard-read	-
ADMIN$	Hidden Directory	Access Allowed for Group	APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES	NT SERVICE\TrustedInstaller	generic-read	generic-execute	standard-read	-
C$	Hidden Directory	Access Allowed for Group	Administrators	NT SERVICE\TrustedInstaller	generic-all	standard-read	standard-write-owner	-
C$	Hidden Directory	Access Allowed for Group	Administrators	NT SERVICE\TrustedInstaller	standard-write-dac	standard-delete	-	-
C$	Hidden Directory	Access Allowed for Group	Local System	NT SERVICE\TrustedInstaller	generic-all	standard-read	standard-write-owner	-
C$	Hidden Directory	Access Allowed for Group	Local System	NT SERVICE\TrustedInstaller	standard-write-dac	standard-delete	-	-
C$	Hidden Directory	Access Allowed for Group	Users	NT SERVICE\TrustedInstaller	standard-read	-	-	-
C$	Hidden Directory	Access Allowed for Group	Authenticated Users	NT SERVICE\TrustedInstaller	generic-read	generic-write	generic-execute	-
C$	Hidden Directory	Access Allowed for Group	Authenticated Users	NT SERVICE\TrustedInstaller	standard-delete	-	-	-
D$	Hidden Directory	Access Allowed for Group	Administrators	Local System	generic-all	standard-read	standard-write-owner	-
D$	Hidden Directory	Access Allowed for Group	Administrators	Local System	standard-write-dac	standard-delete	-	-
D$	Hidden Directory	Access Allowed for Group	Local System	Local System	generic-all	standard-read	standard-write-owner	-
D$	Hidden Directory	Access Allowed for Group	Local System	Local System	standard-write-dac	standard-delete	-	-
D$	Hidden Directory	Access Allowed for Group	Authenticated Users	Local System	generic-read	generic-write	generic-execute	-
D$	Hidden Directory	Access Allowed for Group	Authenticated Users	Local System	standard-read	standard-delete	-	-
D$	Hidden Directory	Access Allowed for Group	Users	Local System	generic-read	generic-execute	standard-read	-
print$	Directory	Access Allowed for Group	Local System	Local System	standard-read	-	-	-
print$	Directory	Access Allowed for Group	Administrators	Local System	standard-read	-	-	-
print$	Directory	Access Allowed for Group	All	Local System	generic-read	generic-execute	standard-read	-
print$	Directory	Access Allowed for Group	APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES	Local System	generic-read	generic-execute	standard-read	-",no,,Security Policy
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",105187,Microsoft Windows Hardening - Service Configuration,Ig,2,,,,,,,,"The service configuration for each win32 service, including the service startup type and service account name, is enumerated.
 
Turning off non-essential services is an important step in hardening a Windows system.",N/A,N/A,,,"Name	Starttype	AccountName
Adobe Acrobat Update Service	Automatic	LocalSystem
Adobe Flash Player Update Service	Manual	LocalSystem
AllJoyn Router Service	Manual	NT AUTHORITY\LocalService
Application Layer Gateway Service	Manual	NT AUTHORITY\LocalService
Application Host Helper Service	Automatic	localSystem
Application Identity	Manual	NT Authority\LocalService
Application Information	Manual	LocalSystem
Application Management	Manual	LocalSystem
App Readiness	Manual	LocalSystem
Microsoft App-V Client	Disabled	LocalSystem
AppX Deployment Service (AppXSVC)	Manual	LocalSystem
ASP.NET State Service	Manual	NT AUTHORITY\NetworkService
Windows Audio Endpoint Builder	Automatic	LocalSystem
Windows Audio	Automatic	NT AUTHORITY\LocalService
ActiveX Installer (AxInstSV)	Manual	LocalSystem
BitLocker Drive Encryption Service	Manual	localSystem
Base Filtering Engine	Automatic	NT AUTHORITY\LocalService
Background Intelligent Transfer Service	Automatic	LocalSystem
Background Tasks Infrastructure Service	Automatic	LocalSystem
Computer Browser	Manual	LocalSystem
Bluetooth Handsfree Service	Manual	NT AUTHORITY\LocalService
Bluetooth Support Service	Manual	NT AUTHORITY\LocalService
Claims to Windows Token Service	Manual	LocalSystem
Connected Devices Platform Service	Automatic	NT AUTHORITY\LocalService
Certificate Propagation	Automatic	LocalSystem
Microsoft Office ClickToRun Service	Automatic	LocalSystem
Client License Service (ClipSVC)	Manual	LocalSystem
COM+ System Application	Manual	LocalSystem
CoreMessaging	Automatic	NT AUTHORITY\LocalService
Intel(R) Content Protection HECI Service	Manual	LocalSystem
Cryptographic Services	Automatic	NT Authority\NetworkService
Offline Files	Automatic	LocalSystem
DCOM Server Process Launcher	Automatic	LocalSystem
Dell Command | Power Manager Notify	Manual	LocalSystem
DataCollectionPublishingService	Manual	LocalSystem
Optimize drives	Manual	localSystem
Dell.CommandPowerManager.Service	Manual	LocalSystem
Dell Digital Delivery Service	Automatic	LocalSystem
Device Association Service	Manual	LocalSystem
Device Install Service	Manual	LocalSystem
DevQuery Background Discovery Broker	Manual	LocalSystem
DHCP Client	Automatic	NT Authority\LocalService
Microsoft (R) Diagnostics Hub Standard Collector Service	Manual	LocalSystem
Connected User Experiences and Telemetry	Automatic	LocalSystem
Device Management Enrollment Service	Manual	LocalSystem
dmwappushsvc	Manual	LocalSystem
DNS Client	Automatic	NT AUTHORITY\NetworkService
Delivery Optimization	Automatic	LocalSystem
Wired AutoConfig	Manual	localSystem
Diagnostic Policy Service	Automatic	NT AUTHORITY\LocalService
Device Setup Manager	Manual	LocalSystem
Data Sharing Service	Manual	LocalSystem
Dually Notifier Service	Manual	nayaxvend\dcs app
Extensible Authentication Protocol	Manual	localSystem
Encrypting File System (EFS)	Manual	LocalSystem
Embedded Mode	Manual	LocalSystem
Enterprise App Management Service	Manual	LocalSystem
Windows Event Log	Automatic	NT AUTHORITY\LocalService
COM+ Event System	Automatic	NT AUTHORITY\LocalService
Fax	Manual	NT AUTHORITY\NetworkService
Function Discovery Provider Host	Manual	NT AUTHORITY\LocalService
Function Discovery Resource Publication	Automatic	NT AUTHORITY\LocalService
File History Service	Manual	LocalSystem
Windows Font Cache Service	Automatic	NT AUTHORITY\LocalService
Windows Presentation Foundation Font Cache 3.0.0.0	Manual	NT Authority\LocalService
FortiClient SSLVPN	Automatic	LocalSystem
Windows Camera Frame Server	Manual	NT AUTHORITY\LocalService
Group Policy Client	Automatic	LocalSystem
_Google (gupdate)	Automatic	LocalSystem
_Google (gupdatem)	Manual	LocalSystem
Human Interface Device Service	Manual	LocalSystem
HomeGroup Listener	Manual	LocalSystem
HomeGroup Provider	Manual	NT AUTHORITY\LocalService
HV Host Service	Manual	LocalSystem
Intel(R) Rapid Storage Technology	Automatic	LocalSystem
Intel Bluetooth Service	Automatic	LocalSystem
Intel(R) Integrated Clock Controller Service - Intel(R) ICCS	Manual	LocalSystem
Windows Mobile Hotspot Service	Manual	NT Authority\LocalService
Intel(R) HD Graphics Control Panel Service	Automatic	LocalSystem
IKE and AuthIP IPsec Keying Modules	Automatic	LocalSystem
Intel(R) Capability Licensing Service TCP IP Interface	Manual	LocalSystem
IntelUSBoverIP	Automatic	LocalSystem
Invincea FreeSpace Service	Manual	LocalSystem
IP Helper	Automatic	LocalSystem
Windows Phone IP over USB Transport (IpOverUsbSvc)	Automatic	LocalSystem
Infrared monitor service	Manual	LocalSystem
Intel(R) Security Assist Helper	Automatic	LocalSystem
Intel(R) Update Manager	Manual	LocalSystem
Intel(R) Dynamic Application Loader Host Interface Service	Automatic	LocalSystem
CNG Key Isolation	Manual	LocalSystem
KtmRm for Distributed Transaction Coordinator	Manual	NT AUTHORITY\NetworkService
Server	Automatic	LocalSystem
Workstation	Automatic	NT AUTHORITY\NetworkService
Geolocation Service	Manual	LocalSystem
Windows License Manager Service	Manual	NT Authority\LocalService
Link-Layer Topology Discovery Mapper	Manual	NT AUTHORITY\LocalService
TCP/IP NetBIOS Helper	Manual	NT AUTHORITY\LocalService
Intel(R) Management and Security Application Local Management Service	Automatic	LocalSystem
Local Session Manager	Automatic	LocalSystem
Downloaded Maps Manager	Automatic	NT AUTHORITY\NetworkService
Mozilla Maintenance Service	Manual	LocalSystem
Windows Firewall	Automatic	NT Authority\LocalService
Distributed Transaction Coordinator	Manual	NT AUTHORITY\NetworkService
Microsoft iSCSI Initiator Service	Manual	LocalSystem
Windows Installer	Manual	LocalSystem
MS-MPI Launch Service	Manual	LocalSystem
Message Queuing	Automatic	NT Authority\NetworkService
SQL Server (MSSQLSERVER)	Automatic	NT Service\MSSQLSERVER
Nayax.MQTT.Listener	Manual	LocalSystem
Nayax.MQTT.Queue.Dispatcher	Manual	LocalSystem
Network Connectivity Assistant	Manual	LocalSystem
Network Connection Broker	Manual	LocalSystem
Network Connected Devices Auto-Setup	Manual	NT AUTHORITY\LocalService
Netlogon	Automatic	LocalSystem
Network Connections	Manual	LocalSystem
Net.Msmq Listener Adapter	Automatic	NT AUTHORITY\NetworkService
Net.Pipe Listener Adapter	Automatic	NT AUTHORITY\LocalService
Network List Service	Manual	NT AUTHORITY\LocalService
Network Setup Service	Manual	LocalSystem
Net.Tcp Listener Adapter	Automatic	NT AUTHORITY\LocalService
Net.Tcp Port Sharing Service	Automatic	NT AUTHORITY\LocalService
Microsoft Passport Container	Manual	NT AUTHORITY\LocalService
Microsoft Passport	Manual	LocalSystem
Network Location Awareness	Automatic	NT AUTHORITY\NetworkService
Network Store Interface Service	Automatic	NT Authority\LocalService
Trend Micro Security Agent RealTime Scan	Automatic	LocalSystem
Office 64 Source Engine	Manual	LocalSystem
Peer Networking Identity Manager	Manual	NT AUTHORITY\LocalService
Peer Networking Grouping	Manual	NT AUTHORITY\LocalService
Program Compatibility Assistant Service	Automatic	LocalSystem
PDFescape Desktop	Manual	LocalSystem
PDFescape Desktop CrashHandler	Manual	LocalSystem
BranchCache	Manual	NT AUTHORITY\NetworkService
Performance Counter DLL Host	Manual	NT AUTHORITY\LocalService
Phone Service	Manual	NT Authority\LocalService
Performance Logs & Alerts	Manual	NT AUTHORITY\LocalService
Plug and Play	Manual	LocalSystem
PNRP Machine Name Publication Service	Manual	NT AUTHORITY\LocalService
Peer Name Resolution Protocol	Manual	NT AUTHORITY\LocalService
IPsec Policy Agent	Manual	NT Authority\NetworkService
Power	Automatic	LocalSystem
Printer Extensions and Notifications	Manual	LocalSystem
User Profile Service	Automatic	LocalSystem
Quality Windows Audio Video Experience	Manual	NT AUTHORITY\LocalService
RabbitMQ	Automatic	LocalSystem
Remote Access Auto Connection Manager	Manual	localSystem
Remote Access Connection Manager	Manual	localSystem
Redgate Client	Automatic	LocalSystem
Routing and Remote Access	Disabled	localSystem
Remote Registry	Disabled	NT AUTHORITY\LocalService
Retail Demo Service	Manual	LocalSystem
Radio Management Service	Manual	NT AUTHORITY\LocalService
Remote Packet Capture Protocol v.0 (experimental)	Manual	LocalSystem
RPC Endpoint Mapper	Automatic	NT AUTHORITY\NetworkService
Remote Procedure Call (RPC) Locator	Manual	NT AUTHORITY\NetworkService
Remote Procedure Call (RPC)	Automatic	NT AUTHORITY\NetworkService
Security Accounts Manager	Automatic	LocalSystem
SboxSvc	Manual	LocalSystem
Smart Card	Automatic	NT AUTHORITY\LocalService
Smart Card Device Enumeration Service	Manual	LocalSystem
Task Scheduler	Automatic	LocalSystem
Smart Card Removal Policy	Manual	LocalSystem
Windows Backup	Manual	localSystem
Secondary Logon	Manual	LocalSystem
System Event Notification Service	Automatic	LocalSystem
Windows Defender Advanced Threat Protection Service	Manual	LocalSystem
Sensor Data Service	Manual	LocalSystem
Sensor Service	Manual	LocalSystem
Sensor Monitoring Service	Manual	NT AUTHORITY\LocalService
Remote Desktop Configuration	Manual	localSystem
Internet Connection Sharing (ICS)	Manual	LocalSystem
Shell Hardware Detection	Automatic	LocalSystem
Shared PC Account Manager	Disabled	LocalSystem
Simple TCP/IP Services	Automatic	NT AUTHORITY\LocalService
Microsoft Storage Spaces SMP	Manual	NT AUTHORITY\NetworkService
Microsoft Windows SMS Router Service.	Manual	localSystem
SNMP Trap	Manual	NT AUTHORITY\LocalService
Print Spooler	Automatic	LocalSystem
Software Protection	Automatic	NT AUTHORITY\NetworkService
SQL Server Browser	Disabled	NT AUTHORITY\LOCALSERVICE
SQL Server Agent (MSSQLSERVER)	Automatic	NT Service\SQLSERVERAGENT
SQL Server VSS Writer	Automatic	LocalSystem
SSDP Discovery	Manual	NT AUTHORITY\LocalService
Secure Socket Tunneling Protocol Service	Manual	NT Authority\LocalService
State Repository Service	Manual	LocalSystem
Windows Image Acquisition (WIA)	Automatic	NT Authority\LocalService
Storage Service	Manual	LocalSystem
Trend Micro Security Agent	Automatic	LocalSystem
svctcom	Automatic	LocalSystem
Spot Verifier	Manual	LocalSystem
Microsoft Software Shadow Copy Provider	Manual	LocalSystem
Superfetch	Automatic	LocalSystem
System Events Broker	Automatic	LocalSystem
Touch Keyboard and Handwriting Panel Service	Manual	LocalSystem
Telephony	Manual	NT AUTHORITY\NetworkService
Te.Service	Manual	LocalSystem
TeamViewer 10	Automatic	LocalSystem
Remote Desktop Services	Manual	NT Authority\NetworkService
Themes	Automatic	LocalSystem
Storage Tiers Management	Manual	localSystem
Tile Data model server	Automatic	LocalSystem
Time Broker	Manual	NT AUTHORITY\LocalService
Trend Micro Unauthorized Change Prevention Service	Manual	LocalSystem
Trend Micro Common Client Solution Framework	Manual	LocalSystem
Trend Micro Security Agent Listener	Automatic	LocalSystem
Distributed Link Tracking Client	Automatic	LocalSystem
Windows Modules Installer	Manual	localSystem
Auto Time Zone Updater	Disabled	NT AUTHORITY\LocalService
User Experience Virtualization Service	Disabled	LocalSystem
Interactive Services Detection	Manual	LocalSystem
Remote Desktop Services UserMode Port Redirector	Manual	localSystem
UPnP Device Host	Manual	NT AUTHORITY\LocalService
User Manager	Automatic	LocalSystem
Update Orchestrator Service for Windows Update	Manual	LocalSystem
Credential Manager	Manual	LocalSystem
Virtual Disk	Manual	LocalSystem
Hyper-V Guest Service Interface	Manual	LocalSystem
Hyper-V Heartbeat Service	Manual	LocalSystem
Hyper-V Data Exchange Service	Manual	LocalSystem
Hyper-V Remote Desktop Virtualization Service	Manual	LocalSystem
Hyper-V Guest Shutdown Service	Manual	LocalSystem
Hyper-V Time Synchronization Service	Manual	NT AUTHORITY\LocalService
Hyper-V PowerShell Direct Service	Manual	LocalSystem
Hyper-V Volume Shadow Copy Requestor	Manual	LocalSystem
VMware USB Arbitration Service	Automatic	LocalSystem
Visual Studio ETW Event Collection Service	Manual	LocalSystem
Volume Shadow Copy	Manual	LocalSystem
Visual Studio Standard Collector Service	Manual	LocalSystem
Visual Studio Standard Collector Service 150	Manual	LocalSystem
Windows Time	Manual	NT AUTHORITY\LocalService
W3C Logging Service	Manual	localSystem
World Wide Web Publishing Service	Automatic	localSystem
WalletService	Manual	LocalSystem
Windows Process Activation Service	Manual	localSystem
Block Level Backup Engine Service	Manual	localSystem
Windows Biometric Service	Automatic	LocalSystem
Windows Connection Manager	Automatic	NT Authority\LocalService
Windows Connect Now - Config Registrar	Manual	NT AUTHORITY\LocalService
Diagnostic Service Host	Manual	NT AUTHORITY\LocalService
Diagnostic System Host	Manual	LocalSystem
Windows Defender Network Inspection Service	Manual	NT AUTHORITY\LocalService
WebClient	Manual	NT AUTHORITY\LocalService
Windows Event Collector	Manual	NT AUTHORITY\NetworkService
Windows Encryption Provider Host Service	Manual	NT AUTHORITY\LocalService
Problem Reports and Solutions Control Panel Support	Manual	localSystem
Windows Error Reporting Service	Manual	localSystem
Still Image Acquisition Events	Manual	LocalSystem
Windows Defender Service	Manual	LocalSystem
WinHTTP Web Proxy Auto-Discovery Service	Manual	NT AUTHORITY\LocalService
Windows Management Instrumentation	Automatic	localSystem
Windows Remote Management (WS-Management)	Automatic	NT AUTHORITY\NetworkService
Windows Insider Service	Manual	LocalSystem
WLAN AutoConfig	Automatic	LocalSystem
Microsoft Account Sign-in Assistant	Manual	LocalSystem
WMI Performance Adapter	Manual	localSystem
Windows Media Player Network Sharing Service	Manual	NT AUTHORITY\NetworkService
Work Folders	Manual	NT AUTHORITY\LocalService
Portable Device Enumerator Service	Manual	LocalSystem
Windows Push Notifications System Service	Automatic	LocalSystem
Security Center	Automatic	NT AUTHORITY\LocalService
Windows Search	Automatic	LocalSystem
Windows Update	Manual	LocalSystem
Windows Driver Foundation - User-mode Driver Framework	Manual	LocalSystem
WWAN AutoConfig	Manual	NT Authority\LocalService
Xbox Live Auth Manager	Manual	LocalSystem
Xbox Live Game Save	Manual	LocalSystem
Xbox Live Networking Service	Manual	LocalSystem
CDPUserSvc 931cd	Automatic	
MessagingService 931cd	Manual	
Sync Host 931cd	Automatic	
Contact Data 931cd	Manual	
User Data Storage 931cd	Manual	
User Data Access 931cd	Manual	
Windows Push Notifications User Service 931cd	Manual",no,,Security Policy
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",105317,Windows Shares With Everyone Group Having Any Access,Ig,2,,,,,,,,This vulnerability check gathers information about Windows shares in which the Everyone Group has any access permission. The Result section lists the group name.,Please make sure the information provided adheres to your company policy.,N/A,,,"share	ACE TYPE
print$	Some access allowed for Everyone group",no,,Security Policy
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",105335,Microsoft Windows Permission on Shares Enumerated,Ig,2,,,,,,,,Security permissions for shares on the target host are enumerated.,N/A,N/A,,,"share	SHARE TYPE	ACE TYPE	NAME	OWNER	ACE1	ACE2	ACE3
ADMIN$	Hidden_Directory	No_Explicit_DACLS	-	-	-	-	-
C$	Hidden_Directory	No_Explicit_DACLS	-	-	-	-	-
D$	Hidden_Directory	No_Explicit_DACLS	-	-	-	-	-
IPC$	Hidden_IPC	No_Explicit_DACLS	-	-	-	-	-
print$	Directory	Access Allowed for Group	All	Local System	standard-read	-	-
print$	Directory	Access Allowed for Group	Administrators	Local System	standard-read	standard-write-owner	standard-write-dac	
print$	Directory	Access Allowed for Group	Administrators	Local System	standard-delete	-	-",no,,Security Policy
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",12033,Microsoft ASP.NET HTTP Handlers Enumerated,Ig,2,8080,tcp,,,,,,"Microsoft ASP.NET HTTP handlers are used for processing Web requests for specific file extensions. For example, .aspx is used for ASP.NET pages, .rem and .soap are used for remoting, .asmx is used for Web services. These extensions are located in the ""machine.config"" file under the ""httpHandlers"" element.
 
The scanner enummerated the common HTTP handlers present on the target ASP.NET system, and these handlers are displayed in the Results section below.",,,,,".Aspx,.Asmx,.Rem,.Soap,",no,,CGI
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",12049,Microsoft IIS ISAPI Application Filters Mapped To Home Directory,Ig,2,8080,tcp,,,,,,"The scanner enumerated the ISAPI filters mapped to the target Microsoft Internet Information Services (IIS) Web server's home directory ""/"". These are listed in the Result section below.","Most of the ISAPI filters come by default with IIS, and typically most of them are never used in Web applications. Further, there have been quite a few buffer overflow based remote code execution or denial of service attacks reported for many of these ISAPI filters.","Disable the ISAPI filters not being used on the target. This can be done using the ""Internet Information Services"" MMC snap-in's ""Home Directory"" section (under ""Configuration""). 
Microsoft provides a free tool named LockDown to secure IIS. LockDown is available at : http://www.microsoft.com/technet/security/tools/locktool.mspx (http://www.microsoft.com/technet/security/tools/locktool.mspx).",,,".Aspx,.Asmx,.Rem,.Soap,",no,,CGI
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45266,Web Server HTTP Protocol Versions,Ig,2,8080,tcp,,,,,,This QID lists supported HTTP protocol (HTTP 1.x or HTTP 2) from remote web server.,N/A,N/A,,,Remote Web Server supports HTTP version 1.x on 8080 port.GET / HTTP/1.1,no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",12033,Microsoft ASP.NET HTTP Handlers Enumerated,Ig,2,9000,tcp,,,,,,"Microsoft ASP.NET HTTP handlers are used for processing Web requests for specific file extensions. For example, .aspx is used for ASP.NET pages, .rem and .soap are used for remoting, .asmx is used for Web services. These extensions are located in the ""machine.config"" file under the ""httpHandlers"" element.
 
The scanner enummerated the common HTTP handlers present on the target ASP.NET system, and these handlers are displayed in the Results section below.",,,,,".Aspx,.Asmx,.Rem,.Soap,",no,,CGI
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",12049,Microsoft IIS ISAPI Application Filters Mapped To Home Directory,Ig,2,9000,tcp,,,,,,"The scanner enumerated the ISAPI filters mapped to the target Microsoft Internet Information Services (IIS) Web server's home directory ""/"". These are listed in the Result section below.","Most of the ISAPI filters come by default with IIS, and typically most of them are never used in Web applications. Further, there have been quite a few buffer overflow based remote code execution or denial of service attacks reported for many of these ISAPI filters.","Disable the ISAPI filters not being used on the target. This can be done using the ""Internet Information Services"" MMC snap-in's ""Home Directory"" section (under ""Configuration""). 
Microsoft provides a free tool named LockDown to secure IIS. LockDown is available at : http://www.microsoft.com/technet/security/tools/locktool.mspx (http://www.microsoft.com/technet/security/tools/locktool.mspx).",,,".Aspx,.Asmx,.Rem,.Soap,",no,,CGI
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45266,Web Server HTTP Protocol Versions,Ig,2,9000,tcp,,,,,,This QID lists supported HTTP protocol (HTTP 1.x or HTTP 2) from remote web server.,N/A,N/A,,,Remote Web Server supports HTTP version 1.x on 9000 port.GET / HTTP/1.1,no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",12033,Microsoft ASP.NET HTTP Handlers Enumerated,Ig,2,80,tcp,,,,,,"Microsoft ASP.NET HTTP handlers are used for processing Web requests for specific file extensions. For example, .aspx is used for ASP.NET pages, .rem and .soap are used for remoting, .asmx is used for Web services. These extensions are located in the ""machine.config"" file under the ""httpHandlers"" element.
 
The scanner enummerated the common HTTP handlers present on the target ASP.NET system, and these handlers are displayed in the Results section below.",,,,,".Rem,.Soap,.Aspx,.Asmx,",no,,CGI
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",12049,Microsoft IIS ISAPI Application Filters Mapped To Home Directory,Ig,2,80,tcp,,,,,,"The scanner enumerated the ISAPI filters mapped to the target Microsoft Internet Information Services (IIS) Web server's home directory ""/"". These are listed in the Result section below.","Most of the ISAPI filters come by default with IIS, and typically most of them are never used in Web applications. Further, there have been quite a few buffer overflow based remote code execution or denial of service attacks reported for many of these ISAPI filters.","Disable the ISAPI filters not being used on the target. This can be done using the ""Internet Information Services"" MMC snap-in's ""Home Directory"" section (under ""Configuration""). 
Microsoft provides a free tool named LockDown to secure IIS. LockDown is available at : http://www.microsoft.com/technet/security/tools/locktool.mspx (http://www.microsoft.com/technet/security/tools/locktool.mspx).",,,".Aspx,.Asmx,.Rem,.Soap,",no,,CGI
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",12059,Web Server Probed For Various URL-Encoding Schemes Supported,Ig,2,80,tcp,,,,,,"The target Web server was probed for various URL-encoding schemes that it supports.
 
Per this paper (http://www.defcon.org/images/defcon-11/dc-11-presentations/dc-11-Roelker/dc-11-roelker-paper.pdf) by Daniel Roelker that was presented at Defcon 11, popular Web servers like Microsoft IIS support a variety of encoding schemes for the URLs. These include Percent-escaped Hex Encoding, Double-percent Escaped Hex Encoding, Microsoft's %U Encoding, Percent-escaped 2-Byte UTF-8 Encoding, and Raw 2-Byte UTF-8 Encoding.
 
For a sample HTTP GET request, GET /. HTTP/1.0, the following illustrates the encoded URI under these schemes: 
 
Percent-escaped Hex Encoding: GET /%2e HTTP/1.0
Double-percent Escaped Hex Encoding: GET /%252e HTTP/1.0
Percent-escaped 2-Byte UTF-8 Encoding: GET /%C0%AE HTTP/1.0
Raw 2-Byte UTF-8 Encoding: GET /\xC0\xAE HTTP/1.0 (Actual raw 0xC0 and 0xAE bytes)
Microsoft's %U Encoding: GET /%u002e HTTP/1.0
 
 
The supported encoding schemes are listed in the Results section.
 
URI encoding is relevant to Web server security since, as mentioned in the paper above, attackers could launch HTTP attacks while at the same time obfuscating the URIs to evade detection by Intrusion Detection Systems that are not capable of decoding the URIs.",N/A,N/A,,,Single-%-Escaped Hex-Encoding Supported,no,,CGI
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45266,Web Server HTTP Protocol Versions,Ig,2,80,tcp,,,,,,This QID lists supported HTTP protocol (HTTP 1.x or HTTP 2) from remote web server.,N/A,N/A,,,Remote Web Server supports HTTP version 1.x on 80 port.GET / HTTP/1.1,no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45266,Web Server HTTP Protocol Versions,Ig,2,6012,tcp,,,,,,This QID lists supported HTTP protocol (HTTP 1.x or HTTP 2) from remote web server.,N/A,N/A,,,Remote Web Server supports HTTP version 1.x on 6012 port.GET / HTTP/1.1,no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",6,DNS Host Name,Ig,1,,,,,,,,"The fully qualified domain name of this host, if it was obtained from a DNS server, is displayed in the RESULT section.",,,,,"IP address	Host name
10.0.0.179	shay.nayaxvend.int",no,,Information gathering
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",43007,Network Adapter MAC Address,Ig,1,,,,,,,,It is possible to obtain the MAC address information of the network adapters on the target system. Various sources such as SNMP and NetBIOS provide such information. This vulnerability test attempts to gather and report on this information in a table format.,N/A,N/A,,,"Method	MAC Address	Vendor
NBTSTAT	64:00:6A:54:95:C4",no,,Hardware
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",45027,Disabled Accounts Enumerated From SAM Database,Ig,1,,,,,,,,The Security Accounts Manager holds user and machine account information. The scanner found at least one disabled user or machine account in the SAM database for the target Windows machine. The accounts found are listed in the Results section.,,,,,"Disabled User/Machine Accounts:
Administrator
DefaultAccount
Guest",no,,Information gathering
